model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,620.479582126352,459.10529927766055,75.7553028768857,0.3662880972579166,-79.13958871509676,0.7583662730888989
LSTM,643.6657151715583,482.3771477883713,77.6283881648993,0.318041999607306,-101.10772636340512,0.7867049675622584
dCeNN+ELM,758.5721776085328,625.14136936702,88.71559584252067,0.051440634637069,-12.944528815415351,0.9294779183334414
dCeNN+ELM+ASP,758.5721776085328,625.14136936702,88.71559584252067,0.051440634637069,-12.944528815415351,0.9294779183334414
