model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,334.7349840914665,244.3956081308846,3.523537704286011,0.9305132833897009,11.287694477211089,0.047665075135548
LSTM,375.49590245304745,276.0669056699858,3.9893149974375848,0.9125600325830804,-34.91460960958782,0.053469285417219
dCeNN+ELM,755.6557171695415,595.7818297818176,8.53389467131923,0.6483954289656698,-187.62280285767835,0.1076074320940884
dCeNN+ELM+ASP,755.6557171695415,595.7818297818176,8.53389467131923,0.6483954289656698,-187.62280285767835,0.1076074320940884
