model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,81.71389430365903,48.68737994836536,118.05027532793638,0.8763603795565641,-5.723403839900225,0.520157839623382
LSTM,82.51835792944948,45.388198462668775,117.08126642836952,0.8739139613119509,7.710561033766234,0.5252787320396919
dCeNN+ELM,86.3048024939299,54.895963376924136,119.60988740327872,0.8623225868245588,-4.024961773195501,0.5485043814704924
dCeNN+ELM+ASP,83.74237028807644,44.24226217722134,38.71045322652535,0.870376641457099,-1.3138681339053695,0.5322190155172991
