model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.2917771205171557,0.2999097457769758,0.7082228794828442,125.04253387451172,38.39455795288086
LSTM,0.3054847975008479,0.3013142054126027,0.6945152024991521,125.04253387451172,38.39455795288086
dCeNN+ELM,0.3453082601343817,0.3846158240838724,0.6546917398656182,126.06530647501114,38.84029604099448
dCeNN+ELM+ASP,0.336647794439662,0.3419511561114365,0.663352205560338,126.06530647501114,38.84029604099448
