model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.4757089280231788,0.4497543521418291,0.5242910719768212,910.6978149414062,582.3920288085938
LSTM,0.4955650718292416,0.4814528242822629,0.5044349281707584,910.6978149414062,582.3920288085938
dCeNN+ELM,0.7396314553331578,0.7720884786957849,0.2603685446668422,909.73993948578,581.3988516702977
dCeNN+ELM+ASP,0.7301835648371519,0.7424454175404147,0.2698164351628481,909.73993948578,581.3988516702977
