model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.2622615279743343,0.2562531143511362,0.7377384720256657,127.92732238769533,39.45635223388672
LSTM,0.2711604281806238,0.2463836062682774,0.7288395718193762,127.92732238769533,39.45635223388672
dCeNN+ELM,0.2964859158444349,0.3113338862733191,0.703514084155565,128.35081553602237,39.632072855009554
dCeNN+ELM+ASP,0.2892290845082169,0.2710440037249304,0.7107709154917832,128.35081553602237,39.632072855009554
