model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.4184191072967347,0.4057035016504978,0.5815808927032653,855.05517578125,529.033447265625
LSTM,0.4242047596640608,0.4208156700221181,0.5757952403359392,855.05517578125,529.033447265625
dCeNN+ELM,0.8347181976299215,0.9573267638679556,0.1652818023700785,855.3350395664244,528.975212591568
dCeNN+ELM+ASP,0.8341189424909142,0.9432867363094816,0.1658810575090857,855.3350395664244,528.975212591568
