model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.2982960204886314,0.3020102131138194,0.7017039795113686,125.04253387451172,38.39455795288086
LSTM,0.2933719452761869,0.2706167411648109,0.7066280547238131,125.04253387451172,38.39455795288086
dCeNN+ELM,0.2994063237206392,0.3159731022994359,0.7005936762793608,125.17467111274765,38.44757050083864
dCeNN+ELM+ASP,0.2907379730507117,0.2675529391651754,0.7092620269492883,125.17467111274765,38.44757050083864
