model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.294826680984709,0.2992316220037014,0.7051733190152909,125.04253387451172,38.39455795288086
LSTM,0.3014129103408697,0.2887827135542115,0.6985870896591302,125.04253387451172,38.39455795288086
dCeNN+ELM,0.2902665287062931,0.3043601367038083,0.7097334712937069,125.46555427592766,38.56908919882533
dCeNN+ELM+ASP,0.2836578753267366,0.2628563232527632,0.7163421246732633,125.46555427592766,38.56908919882533
