model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.4209474771764655,0.4086989961793708,0.5790525228235345,855.05517578125,529.033447265625
LSTM,0.4296352531731945,0.4182507114934038,0.5703647468268055,855.05517578125,529.033447265625
dCeNN+ELM,0.5856716504311991,0.642923723677614,0.4143283495688009,855.5122188501103,529.199573972184
dCeNN+ELM+ASP,0.5801468327235565,0.6147380402393351,0.4198531672764435,855.5122188501103,529.199573972184
