model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.4873207657274102,0.4663760346061311,0.5126792342725898,1039.2296142578125,686.125244140625
LSTM,0.5218425279111003,0.490837768990477,0.4781574720888997,1039.2296142578125,686.125244140625
dCeNN+ELM,0.6335543853762685,0.6739470001421177,0.3664456146237315,1039.3666590168075,685.9558446357155
dCeNN+ELM+ASP,0.62971582294057,0.6504139886380346,0.3702841770594299,1039.3666590168075,685.9558446357155
