model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.4810692712148942,0.4628010573563296,0.5189307287851058,910.6978149414062,582.3920288085938
LSTM,0.5022330462835514,0.4893973020708317,0.4977669537164486,910.6978149414062,582.3920288085938
dCeNN+ELM,0.7229466771081262,0.8074829495598845,0.2770533228918738,910.1647565136568,581.803205473479
dCeNN+ELM+ASP,0.7225455154381066,0.796942840020904,0.2774544845618933,910.1647565136568,581.803205473479
