model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.3137458166714649,0.3297697396057339,0.6862541833285352,126.7149658203125,39.72954177856445
LSTM,0.3266408004342737,0.3307897244139804,0.6733591995657263,126.7149658203125,39.72954177856445
dCeNN+ELM,0.4858435375600905,0.3847988310896702,0.5141564624399095,127.76201798530056,40.17272868357136
dCeNN+ELM+ASP,0.4157455497579641,0.3349712977238832,0.5842544502420359,127.76201798530056,40.17272868357136
