model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.262874999478161,0.2532831569509159,0.737125000521839,127.92732238769533,39.45635223388672
LSTM,0.2655026422840573,0.2404855545348082,0.7344973577159427,127.92732238769533,39.45635223388672
dCeNN+ELM,0.2773550365896919,0.2829312518491441,0.722644963410308,128.05605265187893,39.50533679371525
dCeNN+ELM+ASP,0.2692482184505148,0.237736277588369,0.7307517815494853,128.05605265187893,39.50533679371525
