model_label,RMSE_ratio,MAE_ratio,RMSE_gain,BASE_RMSE,BASE_MAE
CNN,0.5267854007032934,0.5155222944033321,0.4732145992967066,1039.2296142578125,686.125244140625
LSTM,0.5404795093458296,0.5214069309048022,0.4595204906541704,1039.2296142578125,686.125244140625
dCeNN+ELM,0.6019417461852113,0.6069956417810743,0.3980582538147886,1039.1300869789088,685.9860769125543
dCeNN+ELM+ASP,0.5952925564326428,0.5858481440209964,0.4047074435673572,1039.1300869789088,685.9860769125543
