task,lookback,horizon,horizon_step,model,variant,RMSE,MAE,sMAPE
ENERGY,168,72,64,CNN,baseline,534.83126764477,341.80355552842803,70.59411113312422
ENERGY,168,72,65,CNN,baseline,535.9611372221485,342.2606943263445,70.43140954255679
ENERGY,168,72,66,CNN,baseline,536.9222101439425,343.2902722412301,70.55531871377006
ENERGY,168,72,67,CNN,baseline,534.8364554584101,341.3312368481847,70.32920057027687
ENERGY,168,72,68,CNN,baseline,535.5850058737967,343.7313458940287,70.29536183963921
ENERGY,168,72,69,CNN,baseline,540.0777063899294,347.2908305775727,70.71125372063123
ENERGY,168,72,70,CNN,baseline,538.482111959365,344.65658529545544,70.64416704396542
ENERGY,168,72,71,CNN,baseline,542.4622390983683,348.29583058251325,70.66338599299755
ENERGY,168,72,72,CNN,baseline,548.3615886998994,351.1480294096368,70.33073283922894
WEATHER,24,12,1,CNN,baseline,23.23803770644768,7.309100672643813,58.81397043388963
WEATHER,24,12,2,CNN,baseline,27.003496866964408,7.768430780994083,60.95797027704075
WEATHER,24,12,3,CNN,baseline,29.92490803536453,8.805768953372082,62.456137367911694
WEATHER,24,12,4,LSTM,baseline,32.17194476413024,8.714019248181076,63.36967622413311
WEATHER,24,12,5,LSTM,baseline,33.534909085881274,9.098379702308454,64.03814781713812
WEATHER,24,12,6,LSTM,baseline,34.57423885145167,9.439527841189989,64.69114528673934
WEATHER,24,12,7,LSTM,baseline,35.39634377317701,9.765669043120912,65.26364092674754
WEATHER,24,12,8,CNN,baseline,36.065780889980246,10.647309683131304,66.12515300632907
WEATHER,24,12,9,CNN,baseline,36.31179915263774,10.703412279641078,66.49730366236614
WEATHER,24,12,10,CNN,baseline,36.38019698288595,10.89682972680671,66.68970847418124
WEATHER,24,12,11,CNN,baseline,36.48535522297642,10.9513513939992,66.87904776907921
WEATHER,24,12,12,CNN,baseline,37.60792009716402,11.593758699743798,67.12785411386683
WEATHER,24,24,1,CNN,baseline,23.97263081366435,7.803436506318576,59.80746327283638
WEATHER,24,24,2,CNN,baseline,28.630995128402617,8.95175097239694,62.02815042417309
WEATHER,24,24,3,LSTM,baseline,31.017663506297374,8.960157067298105,63.64312281066158
WEATHER,24,24,4,LSTM,baseline,32.249414858017964,9.08266515131706,64.23485914058016
WEATHER,24,24,5,LSTM,baseline,33.19807091259977,9.253814021897824,64.73277392514288
WEATHER,24,24,6,LSTM,baseline,34.0245696560544,9.48514297837166,65.3292267730856
WEATHER,24,24,7,LSTM,baseline,34.69029871093329,9.737981361798957,65.83393632057958
WEATHER,24,24,8,LSTM,baseline,35.270911529007634,9.957907987466092,66.24284862245102
WEATHER,24,24,9,LSTM,baseline,35.84808482451513,10.163393768444635,66.61866908209686
WEATHER,24,24,10,LSTM,baseline,36.43895800389484,10.3373387456017,66.94691511200405
WEATHER,24,24,11,LSTM,baseline,36.91489696129924,10.45656422460408,67.20412212342067
WEATHER,24,24,12,LSTM,baseline,37.34977808683303,10.545249366502237,67.39477285289517
WEATHER,24,24,13,dCeNN+ELM+ASP,asp,37.64547881025531,10.719742458219326,44.495469063071454
WEATHER,24,24,14,dCeNN+ELM+ASP,asp,37.812322864336,10.860083800298188,44.8008484282884
WEATHER,24,24,15,dCeNN+ELM+ASP,asp,37.84315927594688,10.920987518753629,45.40643968015729
WEATHER,24,24,16,dCeNN+ELM+ASP,asp,37.74672392149638,10.936472141323865,45.915965532971256
WEATHER,24,24,17,dCeNN+ELM+ASP,asp,37.71223273069994,10.94891799430862,46.09008557151223
WEATHER,24,24,18,dCeNN+ELM+ASP,asp,37.75255200921682,10.97881558868424,46.13896559675199
WEATHER,24,24,19,dCeNN+ELM+ASP,asp,37.96557894468312,11.0463889355446,46.67152254145203
WEATHER,24,24,20,dCeNN+ELM+ASP,asp,38.314766754881525,11.173085718335026,47.111365812755245
WEATHER,24,24,21,dCeNN+ELM+ASP,asp,38.5840385446232,11.333643277132834,47.28271359621644
WEATHER,24,24,22,dCeNN+ELM+ASP,asp,38.706694746479535,11.4456061205763,47.91722601866295
WEATHER,24,24,23,dCeNN+ELM+ASP,asp,38.75821342343497,11.48643850077906,48.05200377196832
WEATHER,24,24,24,dCeNN+ELM+ASP,asp,38.8275732778632,11.530286817916032,48.09276486416244
WEATHER,24,72,1,dCeNN+ELM+ASP,asp,26.211181766838543,7.351896063458412,32.6033953768281
WEATHER,24,72,2,dCeNN+ELM+ASP,asp,29.784760215026484,8.288622565283559,36.08678996744723
WEATHER,24,72,3,dCeNN+ELM+ASP,asp,32.113408316127526,8.941099631780256,38.19213168672063
WEATHER,24,72,4,dCeNN+ELM+ASP,asp,33.69107397209418,9.435323145958526,39.48379806006104
WEATHER,24,72,5,dCeNN+ELM+ASP,asp,34.7789200380987,9.774004712624244,40.6721036864202
WEATHER,24,72,6,LSTM,baseline,35.350203878799114,10.687039783149936,66.76920222866197
WEATHER,24,72,7,LSTM,baseline,35.4490273773476,10.559292806440991,66.88121273827328
WEATHER,24,72,8,LSTM,baseline,35.765727323168775,10.704462277333525,67.08161483678131
WEATHER,24,72,9,LSTM,baseline,36.15234707152879,10.896805613159176,67.29928580818437
WEATHER,24,72,10,LSTM,baseline,36.49073642911705,11.018550782240466,67.48117968483335
WEATHER,24,72,11,LSTM,baseline,36.730225002050645,11.05675763386674,67.57013392520001
WEATHER,24,72,12,LSTM,baseline,36.97567418020064,11.072865043481436,67.65668421071479
WEATHER,24,72,13,LSTM,baseline,37.1857530197009,11.072562241143846,67.73520224662326
WEATHER,24,72,14,LSTM,baseline,37.39390428610381,11.089438695232756,67.80519022730218
WEATHER,24,72,15,LSTM,baseline,37.55411364594385,11.122811504378047,67.8737686696008
WEATHER,24,72,16,LSTM,baseline,37.68074665137656,11.182292375708728,67.96995091571998
WEATHER,24,72,17,LSTM,baseline,37.76446985795552,11.245952653423195,68.06019177445052
WEATHER,24,72,18,LSTM,baseline,37.78362487351353,11.292474426724288,68.15204003577068
WEATHER,24,72,19,LSTM,baseline,37.78102432544379,11.32042456764952,68.22947947031707
WEATHER,24,72,20,LSTM,baseline,37.7757713652592,11.348634188650848,68.29754312484258
WEATHER,24,72,21,LSTM,baseline,37.76278893158317,11.356816296120028,68.32763342669831
WEATHER,24,72,22,LSTM,baseline,37.7530270227036,11.33619945934075,68.32802438770739
WEATHER,24,72,23,LSTM,baseline,37.76199988255647,11.311634835185208,68.32805772936672
WEATHER,24,72,24,LSTM,baseline,37.80027543578244,11.328906701760596,68.38514663539407
WEATHER,24,72,25,LSTM,baseline,37.93455057201398,11.414189459414528,68.47987176566149
WEATHER,24,72,26,CNN,baseline,38.075673592094304,12.194870072497814,69.02648207681911
WEATHER,24,72,27,CNN,baseline,38.138985784357416,12.232187225793298,68.9650488328804
WEATHER,24,72,28,CNN,baseline,38.56579312628234,12.613825436182315,69.02080536022333
WEATHER,24,72,29,LSTM,baseline,38.7427013289299,11.749352856097127,68.77702518317551
WEATHER,24,72,30,LSTM,baseline,38.80436091421699,11.73418726768254,68.86410711917496
WEATHER,24,72,31,CNN,baseline,38.450033460529326,12.578291653317018,69.5335689748714
WEATHER,24,72,32,CNN,baseline,38.25483406899369,12.33443577683084,69.48707305704849
WEATHER,24,72,33,LSTM,baseline,38.66703071131448,11.64099448854357,68.97758605655123
WEATHER,24,72,34,LSTM,baseline,38.59106348334919,11.634198513473793,69.00351115948024
WEATHER,24,72,35,LSTM,baseline,38.52338670298722,11.6585876626271,69.04002022584545
WEATHER,24,72,36,LSTM,baseline,38.44835094566781,11.690773564161717,69.06574407269018
WEATHER,24,72,37,LSTM,baseline,38.42340675160411,11.74076380315433,69.08814980663554
WEATHER,24,72,38,LSTM,baseline,38.468450441381975,11.813684507951647,69.10251671155378
WEATHER,24,72,39,LSTM,baseline,38.57590207196821,11.91005800468035,69.10578274772487
WEATHER,24,72,40,LSTM,baseline,38.76238745057849,12.03167610870933,69.17427128789187
WEATHER,24,72,41,LSTM,baseline,39.00567601783181,12.167020404939525,69.26342951732849
WEATHER,24,72,42,LSTM,baseline,39.22857908596117,12.282204834569624,69.36592572134678
WEATHER,24,72,43,LSTM,baseline,39.41087499814656,12.376140584005247,69.4462030468964
WEATHER,24,72,44,LSTM,baseline,39.561271059572334,12.438382028453114,69.51509739750684
WEATHER,24,72,45,LSTM,baseline,39.66974680568072,12.47083239430288,69.56624338646597
WEATHER,24,72,46,LSTM,baseline,39.76261085205889,12.467132665214065,69.60678070406134
WEATHER,24,72,47,LSTM,baseline,39.86426175974271,12.457628844236632,69.66424740313323
WEATHER,24,72,48,LSTM,baseline,40.00911954147588,12.46260549684584,69.7310808868479
WEATHER,24,72,49,LSTM,baseline,40.18810490911175,12.514043870930758,69.83807676195227
WEATHER,24,72,50,LSTM,baseline,40.33206951931847,12.569808419225913,69.94425205044551
WEATHER,24,72,51,CNN,baseline,40.37702613660067,13.362469668366607,70.08227479432165
WEATHER,24,72,52,LSTM,baseline,40.53846446832284,12.61443255273042,70.07780992260848
WEATHER,24,72,53,LSTM,baseline,40.61218289575413,12.593823952544124,70.14124508473994
WEATHER,24,72,54,LSTM,baseline,40.652626510378006,12.543162867403147,70.21199090141185
WEATHER,24,72,55,LSTM,baseline,40.66068836348638,12.48786586106996,70.24810878145665
WEATHER,24,72,56,LSTM,baseline,40.6130766852697,12.43825026818608,70.27203488370921
WEATHER,24,72,57,LSTM,baseline,40.48394200532756,12.383678290698576,70.28155289301556
WEATHER,24,72,58,LSTM,baseline,40.3193011815823,12.346899302385422,70.26520473887923
WEATHER,24,72,59,LSTM,baseline,40.15472243221206,12.34234911494382,70.26082669256041
WEATHER,24,72,60,LSTM,baseline,40.02417189446804,12.355113140496403,70.24708863100132
WEATHER,24,72,61,LSTM,baseline,39.97130910238334,12.388463791714468,70.25447029123258
WEATHER,24,72,62,LSTM,baseline,39.99223064600269,12.445651438653872,70.26235345984388
WEATHER,24,72,63,LSTM,baseline,40.09626575285707,12.53526586700702,70.26358592684853
WEATHER,24,72,64,LSTM,baseline,40.27091399335435,12.649007795134258,70.2894707488865
WEATHER,24,72,65,LSTM,baseline,40.445397623396566,12.754944665641508,70.33505344767345
WEATHER,24,72,66,LSTM,baseline,40.59559799372644,12.851813929227712,70.38173925769388
WEATHER,24,72,67,LSTM,baseline,40.68583232546808,12.93005525419935,70.4151959057627
WEATHER,24,72,68,LSTM,baseline,40.80449875851328,12.984898905642623,70.46009810050624
WEATHER,24,72,69,LSTM,baseline,40.942758396017055,13.019137839508566,70.51667841693249
WEATHER,24,72,70,CNN,baseline,41.03653829547191,13.57933821498481,71.11375174172981
WEATHER,24,72,71,CNN,baseline,40.79426937459403,13.405291204965032,71.20897754009312
WEATHER,24,72,72,CNN,baseline,40.81119764986197,13.503930706858506,71.2941036570443
WEATHER,72,12,1,CNN,baseline,23.53226864142693,7.301177947801247,58.54187018377357
WEATHER,72,12,2,CNN,baseline,26.823653567849902,7.713025223898228,61.127249003512304
WEATHER,72,12,3,CNN,baseline,29.710572296591216,8.736341483352236,62.71170754736629
WEATHER,72,12,4,CNN,baseline,32.16525753656975,9.568515060181882,63.72081020156053
WEATHER,72,12,5,CNN,baseline,34.2019114324147,10.373515575746936,64.59307459229699
WEATHER,72,12,6,CNN,baseline,34.94648524214477,10.5693397622435,65.39478552029266
WEATHER,72,12,7,CNN,baseline,35.32688720624606,10.705182532718664,65.8859605044633
WEATHER,72,12,8,CNN,baseline,35.60428338510071,10.542980861470308,66.08327875224983
WEATHER,72,12,9,CNN,baseline,36.02563676895124,10.840276885358728,66.41951076879863
WEATHER,72,12,10,CNN,baseline,36.59392398668376,11.332033989159104,66.76005413699639
WEATHER,72,12,11,CNN,baseline,36.96173978628456,11.609099281681615,67.35707488054071
WEATHER,72,12,12,CNN,baseline,37.51203378713934,12.038267055891351,67.80560853965628
WEATHER,72,24,1,CNN,baseline,24.92951178494143,7.92805413845552,61.26092256367651
WEATHER,72,24,2,CNN,baseline,28.614356849231065,8.812543874483337,63.16387437995561
WEATHER,72,24,3,CNN,baseline,31.380821174618667,9.758601157771354,64.41435400317413
WEATHER,72,24,4,dCeNN+ELM+ASP,asp,33.16444674498191,9.133531747276937,39.504574397640525
WEATHER,72,24,5,dCeNN+ELM+ASP,asp,34.03577125729057,9.390963915389264,40.38942720708232
WEATHER,72,24,6,dCeNN+ELM+ASP,asp,34.85527348511899,9.682952103111226,41.241750015232206
WEATHER,72,24,7,dCeNN+ELM+ASP,asp,35.34105681397519,9.931953874063428,42.26810200469333
WEATHER,72,24,8,dCeNN+ELM+ASP,asp,35.56535528427605,10.060448487090431,42.91801950122037
WEATHER,72,24,9,dCeNN+ELM+ASP,asp,35.65878447703086,10.097010476035182,43.31057899314323
WEATHER,72,24,10,dCeNN+ELM+ASP,asp,35.8692097998638,10.169883760618225,43.724949537278064
WEATHER,72,24,11,dCeNN+ELM+ASP,asp,35.99422221824206,10.265669537691162,44.01121781856244
WEATHER,72,24,12,dCeNN+ELM+ASP,asp,36.1584725106804,10.329250643363544,44.22125526647469
WEATHER,72,24,13,dCeNN+ELM+ASP,asp,36.31607208934012,10.376691131119326,44.6819093222698
WEATHER,72,24,14,dCeNN+ELM+ASP,asp,36.4312553042984,10.476845800896657,45.071152291729696
WEATHER,72,24,15,dCeNN+ELM+ASP,asp,36.55621696467529,10.573039153107464,45.20210895767894
WEATHER,72,24,16,dCeNN+ELM+ASP,asp,36.84267627042962,10.695848958293322,45.436323164041305
WEATHER,72,24,17,dCeNN+ELM+ASP,asp,37.0726179079657,10.776402211598642,45.18444436758243
WEATHER,72,24,18,dCeNN+ELM+ASP,asp,37.248658153074224,10.795937293000687,45.24862037696452
WEATHER,72,24,19,dCeNN+ELM+ASP,asp,37.354002508398494,10.875739015336851,45.92371923805793
WEATHER,72,24,20,dCeNN+ELM+ASP,asp,37.3765806916673,10.90868539730371,45.94789157314862
WEATHER,72,24,21,dCeNN+ELM+ASP,asp,37.523782978549065,10.960215501360342,46.19300338128727
WEATHER,72,24,22,dCeNN+ELM+ASP,asp,37.78236136146538,11.102423312666351,46.68526161464971
WEATHER,72,24,23,dCeNN+ELM+ASP,asp,37.766176837161,11.154158845219518,46.66383731255646
WEATHER,72,24,24,dCeNN+ELM+ASP,asp,37.81474207254246,11.184074726478098,47.183526353383286
WEATHER,72,72,1,CNN,baseline,27.93256620455126,9.397051110927851,64.90980355526453
WEATHER,72,72,2,CNN,baseline,30.77573620931587,10.10642151472076,65.72726695108761
WEATHER,72,72,3,dCeNN+ELM+ASP,asp,32.528595563649446,8.861912651150263,38.354959261728496
WEATHER,72,72,4,dCeNN+ELM+ASP,asp,33.7220611994818,9.213618059674529,39.53348044872111
WEATHER,72,72,5,dCeNN+ELM+ASP,asp,34.63700988704334,9.503415633250464,40.73723906856303
WEATHER,72,72,6,dCeNN+ELM+ASP,asp,35.36320440252842,9.785960448068414,41.71123882607481
WEATHER,72,72,7,dCeNN+ELM+ASP,asp,35.830753381417246,9.97637641083336,42.17190943219216
WEATHER,72,72,8,dCeNN+ELM+ASP,asp,36.19884504850813,10.130121412652944,43.06604261115857
WEATHER,72,72,9,dCeNN+ELM+ASP,asp,36.54518791415495,10.29862827022085,43.2150984121627
WEATHER,72,72,10,dCeNN+ELM+ASP,asp,36.8236565523084,10.425316581410188,43.56717355442181
WEATHER,72,72,11,dCeNN+ELM+ASP,asp,36.91892427708912,10.443482659164156,43.74520356757768
WEATHER,72,72,12,dCeNN+ELM+ASP,asp,36.97784768737361,10.454640947919126,44.18682786522765
WEATHER,72,72,13,dCeNN+ELM+ASP,asp,37.03235040422584,10.51436233207032,44.50157172273134
WEATHER,72,72,14,dCeNN+ELM+ASP,asp,37.1647810315618,10.60834534760767,45.16862161898064
WEATHER,72,72,15,dCeNN+ELM+ASP,asp,37.30655097641532,10.70097390297692,45.43153230641861
WEATHER,72,72,16,dCeNN+ELM+ASP,asp,37.501466505214,10.76172711145465,45.45868389393164
WEATHER,72,72,17,dCeNN+ELM+ASP,asp,37.52956333816865,10.78595214400876,45.74963885757144
WEATHER,72,72,18,dCeNN+ELM+ASP,asp,37.52659243025859,10.848182497559156,46.11056076356465
WEATHER,72,72,19,dCeNN+ELM+ASP,asp,37.54044527709631,10.895602487348016,46.17872348320088
WEATHER,72,72,20,dCeNN+ELM+ASP,asp,37.64265716410135,10.962991151516606,46.49644830865129
WEATHER,72,72,21,dCeNN+ELM+ASP,asp,37.60799689769328,10.986780927724576,46.44926981279535
WEATHER,72,72,22,dCeNN+ELM+ASP,asp,37.69405228200888,11.015606811880684,46.977613820412095
WEATHER,72,72,23,dCeNN+ELM+ASP,asp,37.80342145481959,11.054587504599477,47.41355787291371
WEATHER,72,72,24,dCeNN+ELM+ASP,asp,37.963120881790125,11.159377748603498,47.522294140420655
WEATHER,72,72,25,dCeNN+ELM+ASP,asp,38.05182283871915,11.216863758917595,47.98312537443057
WEATHER,72,72,26,dCeNN+ELM+ASP,asp,38.21557344761582,11.28214214129548,48.15874323128405
WEATHER,72,72,27,dCeNN+ELM+ASP,asp,38.31463585543127,11.319618953625945,48.511585151060046
WEATHER,72,72,28,dCeNN+ELM+ASP,asp,38.366594741412,11.35499936964008,48.72606873651785
WEATHER,72,72,29,dCeNN+ELM+ASP,asp,38.51655890896127,11.447059370960748,48.75661065059455
WEATHER,72,72,30,dCeNN+ELM+ASP,asp,38.65193878981108,11.54164958664939,48.669155385276326
WEATHER,72,72,31,dCeNN+ELM+ASP,asp,38.84394217596329,11.609063729621363,48.956820859702574
WEATHER,72,72,32,dCeNN+ELM+ASP,asp,38.90805231813248,11.653091538744478,49.01750543426677
WEATHER,72,72,33,dCeNN+ELM+ASP,asp,38.86897582930435,11.6563076388557,49.1025432121364
WEATHER,72,72,34,dCeNN+ELM+ASP,asp,38.90649888447312,11.677578825833464,48.8786326097842
WEATHER,72,72,35,dCeNN+ELM+ASP,asp,39.0242447602348,11.723588481457693,49.14591082204943
WEATHER,72,72,36,dCeNN+ELM+ASP,asp,39.14917473162044,11.743988408112328,49.20309711241556
WEATHER,72,72,37,dCeNN+ELM+ASP,asp,39.32185578217566,11.809019038735476,49.517835992212085
WEATHER,72,72,38,dCeNN+ELM+ASP,asp,39.46413310017184,11.902147917758054,49.793378813193776
WEATHER,72,72,39,dCeNN+ELM+ASP,asp,39.662483150847066,11.944902501790995,50.020694063224994
WEATHER,72,72,40,dCeNN+ELM+ASP,asp,39.93524314435507,12.032040886357864,50.181110573850106
WEATHER,72,72,41,dCeNN+ELM+ASP,asp,39.82578959497142,11.971617926304388,50.26197420458541
WEATHER,72,72,42,dCeNN+ELM+ASP,asp,39.73167577986233,11.965189991016596,50.22444560045103
WEATHER,72,72,43,dCeNN+ELM+ASP,asp,39.72251866291562,11.986831532969823,50.56955178974125
WEATHER,72,72,44,dCeNN+ELM+ASP,asp,39.848699574070565,12.029382335753832,50.48356671122247
WEATHER,72,72,45,dCeNN+ELM+ASP,asp,39.938174940115616,12.073368830493562,50.62654878476819
WEATHER,72,72,46,dCeNN+ELM+ASP,asp,39.953345664767184,12.04396840535664,50.990675800476296
WEATHER,72,72,47,dCeNN+ELM+ASP,asp,40.10453560510717,12.073219130783365,50.86702007325904
WEATHER,72,72,48,dCeNN+ELM+ASP,asp,40.22163704821974,12.128449274115932,50.634054135963936
WEATHER,72,72,49,dCeNN+ELM+ASP,asp,40.16570743772795,12.189432288993924,50.82461055690074
WEATHER,72,72,50,dCeNN+ELM+ASP,asp,40.2813496510759,12.211718861972654,50.78030645091566
WEATHER,72,72,51,dCeNN+ELM+ASP,asp,40.55626849477036,12.233915733526125,50.89888099602976
WEATHER,72,72,52,dCeNN+ELM+ASP,asp,40.65607199838191,12.28597114804072,50.85493617235194
WEATHER,72,72,53,dCeNN+ELM+ASP,asp,40.60673683616705,12.29743081857759,50.9668762212284
WEATHER,72,72,54,dCeNN+ELM+ASP,asp,40.61972750886473,12.355936144088991,50.907669789315854
WEATHER,72,72,55,dCeNN+ELM+ASP,asp,40.71471403163942,12.37527485919702,50.7907221133198
WEATHER,72,72,56,dCeNN+ELM+ASP,asp,40.5388218971068,12.317229702421164,50.74622710114933
WEATHER,72,72,57,dCeNN+ELM+ASP,asp,40.2963182167959,12.308971994301164,50.99981753211613
WEATHER,72,72,58,dCeNN+ELM+ASP,asp,40.09002911147826,12.298321632974757,51.22295095542973
WEATHER,72,72,59,dCeNN+ELM+ASP,asp,40.01028664634039,12.278655660164318,51.08425685665895
WEATHER,72,72,60,dCeNN+ELM+ASP,asp,40.0489477712436,12.308933594635445,50.98950219334417
WEATHER,72,72,61,dCeNN+ELM+ASP,asp,40.18469197822966,12.328570509969632,50.80061200665229
WEATHER,72,72,62,dCeNN+ELM+ASP,asp,40.27943362615696,12.330489549944277,50.78957171004696
WEATHER,72,72,63,dCeNN+ELM+ASP,asp,40.37214424664476,12.34505817659902,50.94932607929734
WEATHER,72,72,64,dCeNN+ELM+ASP,asp,40.40754351592459,12.384238571754029,50.95478651107221
WEATHER,72,72,65,dCeNN+ELM+ASP,asp,40.302204566818496,12.3364754403407,51.23111551073335
WEATHER,72,72,66,dCeNN+ELM+ASP,asp,40.27035917041205,12.308085246141053,51.25684428693501
WEATHER,72,72,67,dCeNN+ELM+ASP,asp,40.34035277366534,12.34540248162465,51.29485621376555
WEATHER,72,72,68,dCeNN+ELM+ASP,asp,40.35561343242195,12.366525284441508,51.198489201530485
WEATHER,72,72,69,dCeNN+ELM+ASP,asp,40.28823919701985,12.393502979152927,51.284931146964254
WEATHER,72,72,70,dCeNN+ELM+ASP,asp,40.21761980876939,12.397998472072208,51.545438470040416
WEATHER,72,72,71,dCeNN+ELM+ASP,asp,40.198622126027495,12.375955460025994,51.56477141281771
WEATHER,72,72,72,dCeNN+ELM+ASP,asp,40.237670757968175,12.435598887496502,51.83345005728363
WEATHER,168,12,1,CNN,baseline,23.996620524542774,7.585298999080792,59.17884422430088
WEATHER,168,12,2,CNN,baseline,27.754447850802134,8.475301940558845,61.34217753375813
WEATHER,168,12,3,CNN,baseline,30.82339378563513,9.560617435204495,62.815564542079386
WEATHER,168,12,4,LSTM,baseline,32.61352197456894,9.11342224065742,63.79693469213561
WEATHER,168,12,5,LSTM,baseline,33.901291352546,9.42549306684495,64.51717131878533
WEATHER,168,12,6,LSTM,baseline,34.99637551912044,9.736803228852317,65.16442567142678
WEATHER,168,12,7,CNN,baseline,35.641012395860386,10.714411821637457,65.79982128353296
WEATHER,168,12,8,CNN,baseline,35.8744104094648,10.65243542813332,66.29545049190743
WEATHER,168,12,9,CNN,baseline,36.25057062093377,10.841456590364038,66.45474343641786
WEATHER,168,12,10,CNN,baseline,36.533447492256215,11.089322472125804,66.94522031890838
WEATHER,168,12,11,CNN,baseline,36.64993643268969,10.828277326939766,66.91086832774926
WEATHER,168,12,12,CNN,baseline,37.28089193820934,11.357887813991823,67.29818047556364
WEATHER,168,24,1,CNN,baseline,25.599792635902105,8.405413100495295,60.72271673726879
WEATHER,168,24,2,CNN,baseline,29.740459964045264,9.702138279381373,62.51607284255967
WEATHER,168,24,3,CNN,baseline,32.08402394236945,10.21765541988606,63.65666735262823
WEATHER,168,24,4,CNN,baseline,33.57844396821178,10.574433690820529,64.43232125264615
WEATHER,168,24,5,CNN,baseline,34.63995195098185,10.819701502795844,65.13745271080239
WEATHER,168,24,6,LSTM,baseline,35.79249818035717,10.574550224953972,65.64693087281549
WEATHER,168,24,7,LSTM,baseline,36.25023891333614,10.707300976712691,66.13097831134908
WEATHER,168,24,8,LSTM,baseline,36.56391953143707,10.895208382719725,66.58992961729795
WEATHER,168,24,9,LSTM,baseline,36.73608826740948,10.991718576333666,66.88706454541544
WEATHER,168,24,10,CNN,baseline,36.85133592372815,11.290524856131585,67.11305853729918
WEATHER,168,24,11,LSTM,baseline,36.926828111096505,10.925661913423372,67.29321157104896
WEATHER,168,24,12,LSTM,baseline,37.07841442268331,10.901632978950245,67.46329006919474
WEATHER,168,24,13,LSTM,baseline,37.298676108886326,10.951929146648569,67.66866213029869
WEATHER,168,24,14,LSTM,baseline,37.681872350269366,11.111161325629164,67.94262767315176
WEATHER,168,24,15,CNN,baseline,38.00014102558613,11.740433174879994,68.29971943154749
WEATHER,168,24,16,CNN,baseline,38.60939732493686,12.09263773819667,68.62400500642399
WEATHER,168,24,17,CNN,baseline,38.65056948892569,12.223253210401417,68.69290997427606
WEATHER,168,24,18,CNN,baseline,38.44962030816572,12.181121022499228,68.69309835147465
WEATHER,168,24,19,CNN,baseline,38.40808690180938,12.270409287946158,68.55786633384578
WEATHER,168,24,20,CNN,baseline,38.00300410374295,12.118412392421233,68.57533539473111
WEATHER,168,24,21,CNN,baseline,38.514509464926114,12.723251068844432,68.7402536502667
WEATHER,168,24,22,CNN,baseline,38.45552920108146,12.732004772786173,68.79027306836447
WEATHER,168,24,23,CNN,baseline,38.41957466707404,12.404372753520938,68.5919172285499
WEATHER,168,24,24,CNN,baseline,38.11527441829057,12.078680618496094,68.47358244354156
WEATHER,168,72,1,CNN,baseline,28.41937746415397,9.643132312773885,63.96572259287502
WEATHER,168,72,2,CNN,baseline,31.247320183143817,10.355407491544844,65.26973962382334
WEATHER,168,72,3,CNN,baseline,33.35270806702236,10.70073628660274,65.9526488495286
WEATHER,168,72,4,CNN,baseline,35.126582621141665,11.58201932012589,66.42364963758217
WEATHER,168,72,5,CNN,baseline,35.72283140621145,11.486670851881668,66.85813153970321
WEATHER,168,72,6,CNN,baseline,36.62671927786017,11.801735978489528,67.48357115469216
WEATHER,168,72,7,CNN,baseline,37.14710114557671,12.06971063277708,67.57995491671616
WEATHER,168,72,8,CNN,baseline,37.33575249945833,11.94569461579354,68.01388542598148
WEATHER,168,72,9,CNN,baseline,37.53249200791271,11.982522856325074,67.96227465604892
WEATHER,168,72,10,CNN,baseline,37.77364967968676,11.925746013657234,68.2647695470735
WEATHER,168,72,11,LSTM,baseline,38.20514467848953,11.977114075028592,68.77462661611244
WEATHER,168,72,12,LSTM,baseline,38.5037951478979,12.120314076528134,68.92903885718829
WEATHER,168,72,13,LSTM,baseline,38.77910701157895,12.20834876611033,69.07583582802116
WEATHER,168,72,14,LSTM,baseline,38.99527190452646,12.239415117614389,69.1855716018957
WEATHER,168,72,15,LSTM,baseline,39.10178420344512,12.231482184355109,69.22580484953248
WEATHER,168,72,16,LSTM,baseline,39.10727394025967,12.214692935963363,69.20201957434445
WEATHER,168,72,17,CNN,baseline,38.973514480989664,12.642349772645474,68.91166003280259
WEATHER,168,72,18,CNN,baseline,38.586315941746335,12.41950198891286,69.14461472049042
WEATHER,168,72,19,CNN,baseline,38.7109196216952,12.551144048808249,68.91360141527267
WEATHER,168,72,20,CNN,baseline,38.79174251437675,12.61001390913702,69.11197656260177
WEATHER,168,72,21,CNN,baseline,38.715733729018254,12.49712740345945,69.02947639610655
WEATHER,168,72,22,CNN,baseline,38.53997964352755,12.283098899113282,69.19001142410572
WEATHER,168,72,23,CNN,baseline,38.940479002914735,12.394310111540443,69.12006267579697
WEATHER,168,72,24,CNN,baseline,38.95195540293776,12.377717675149349,69.03197906666149
WEATHER,168,72,25,CNN,baseline,39.02857187447084,12.539389071864962,69.07644708506334
WEATHER,168,72,26,LSTM,baseline,39.258281188351376,12.327406072834975,69.19653171220007
WEATHER,168,72,27,CNN,baseline,39.25284821362981,12.806627183012022,69.1853798418468
WEATHER,168,72,28,CNN,baseline,39.26986177643875,12.9076697064954,69.16641288698764
WEATHER,168,72,29,CNN,baseline,39.55768265559063,13.098433113298908,69.42312939970782
WEATHER,168,72,30,CNN,baseline,39.24491209004337,12.993335862426395,69.49939221864774
WEATHER,168,72,31,CNN,baseline,39.433945783213645,13.016647953441478,69.5179866330002
WEATHER,168,72,32,CNN,baseline,39.37750863865265,13.014520222420549,69.42588335942226
